#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_abahan;Abahan;Abahan;Abahan;;Abahan;;;;;;;;;x
b_omukapi_4;Omukapi;Omukapi;Omukapi;;Omukapi;;;;;;;;;x
b_omukapi_4_adj;Omukapian;;omukaper;;;;;;;;;;;x
b_omukapi_5;Omukapi;Omukapi;Omukapi;;Omukapi;;;;;;;;;x
b_omukapi_5_adj;Omukapian;;omukaper;;;;;;;;;;;x
b_omukapi_6;Omukapi;Omukapi;Omukapi;;Omukapi;;;;;;;;;x
b_omukapi_6_adj;Omukapian;;omukaper;;;;;;;;;;;x
b_opustil;Opustil;Opustil;Opustil;;Opustil;;;;;;;;;x
b_opustil_adj;Opustilian;;opustiler;;;;;;;;;;;x
b_opustil_2;Opustil;Opustil;Opustil;;Opustil;;;;;;;;;x
b_opustil_2_adj;Opustilian;;opustiler;;;;;;;;;;;x
b_opustil_3;Opustil;Opustil;Opustil;;Opustil;;;;;;;;;x
b_opustil_3_adj;Opustilian;;opustiler;;;;;;;;;;;x
b_opustil_4;Opustil;Opustil;Opustil;;Opustil;;;;;;;;;x
b_opustil_4_adj;Opustilian;;opustiler;;;;;;;;;;;x
b_oraliana;Oraliana;Oraliana;Oraliana;;Oraliana;;;;;;;;;x
b_oraliana_adj;Oralianan;;oralianer;;;;;;;;;;;x
b_oraliana_2;Oraliana;Oraliana;Oraliana;;Oraliana;;;;;;;;;x
b_oraliana_2_adj;Oralianan;;oralianer;;;;;;;;;;;x
b_orchanthus;Orchanthus;Orchanthus;Orchanthus;;Orchanthus;;;;;;;;;x
b_orchanthus_adj;Orchanthusian;;orchanthuser;;;;;;;;;;;x
b_orchanthus_2;Orchanthus;Orchanthus;Orchanthus;;Orchanthus;;;;;;;;;x
b_orchanthus_2_adj;Orchanthusian;;orchanthuser;;;;;;;;;;;x
b_orchanthus_3;Orchanthus;Orchanthus;Orchanthus;;Orchanthus;;;;;;;;;x
b_orchanthus_3_adj;Orchanthusian;;orchanthuser;;;;;;;;;;;x
b_orchanthus_4;Orchanthus;Orchanthus;Orchanthus;;Orchanthus;;;;;;;;;x
b_orchanthus_4_adj;Orchanthusian;;orchanthuser;;;;;;;;;;;x
b_orchanthus_5;Orchanthus;Orchanthus;Orchanthus;;Orchanthus;;;;;;;;;x
b_orchanthus_5_adj;Orchanthusian;;orchanthuser;;;;;;;;;;;x
b_oruchan;Oruchan;Oruchan;Oruchan;;Oruchan;;;;;;;;;x
b_oruchan_adj;Oruchanian;;oruchaner;;;;;;;;;;;x
b_osatavi;Osatavi;Osatavi;Osatavi;;Osatavi;;;;;;;;;x
b_osatavi_adj;Osatavian;;osataver;;;;;;;;;;;x
b_ostronec;Ostronec;Ostronec;Ostronec;;Ostronec;;;;;;;;;x
b_ostronec_adj;Ostronecian;;ostronecer;;;;;;;;;;;x
b_osuin;Osuin;Osuin;Osuin;;Osuin;;;;;;;;;x
b_osuin_adj;Osuinian;;osuiner;;;;;;;;;;;x
b_oyooqraa;Oyooqraa;Oyooqraa;Oyooqraa;;Oyooqraa;;;;;;;;;x
b_oyooqraa_adj;Oyooqraan;;oyooqrer;;;;;;;;;;;x
b_oyootgat;Oyootgat;Oyootgat;Oyootgat;;Oyootgat;;;;;;;;;x
b_oyootgat_adj;Oyootgatian;;oyootgater;;;;;;;;;;;x
b_panos;Panos;Panos;Panos;;Panos;;;;;;;;;x
b_panos_adj;Panosian;;panoser;;;;;;;;;;;x
b_pantagra;Pantagra;Pantagra;Pantagra;;Pantagra;;;;;;;;;x
b_pantagra_adj;Pantagran;;pantagrer;;;;;;;;;;;x
b_parwiz;Parwiz;Parwiz;Parwiz;;Parwiz;;;;;;;;;x
b_parwiz_adj;Parwizian;;parwizer;;;;;;;;;;;x
b_paviles;Paviles;Paviles;Paviles;;Paviles;;;;;;;;;x
b_paviles_adj;Pavilesian;;pavileser;;;;;;;;;;;x
b_pavola;Pavola;Pavola;Pavola;;Pavola;;;;;;;;;x
b_pavola_adj;Pavolan;;pavoler;;;;;;;;;;;x
b_pavola_2;Pavola;Pavola;Pavola;;Pavola;;;;;;;;;x
b_pavola_2_adj;Pavolan;;pavoler;;;;;;;;;;;x
b_pavola_3;Pavola;Pavola;Pavola;;Pavola;;;;;;;;;x
b_pavola_3_adj;Pavolan;;pavoler;;;;;;;;;;;x
b_pavola_4;Pavola;Pavola;Pavola;;Pavola;;;;;;;;;x
b_pavola_4_adj;Pavolan;;pavoler;;;;;;;;;;;x
b_pavola_5;Pavola;Pavola;Pavola;;Pavola;;;;;;;;;x
b_pavola_5_adj;Pavolan;;pavoler;;;;;;;;;;;x
b_pazanbey;Pazanbey;Pazanbey;Pazanbey;;Pazanbey;;;;;;;;;x
b_pazanbey_adj;Pazanbeian;;pazanbeer;;;;;;;;;;;x
b_pelerikon;Pelerikon;Pelerikon;Pelerikon;;Pelerikon;;;;;;;;;x
b_pelerikon_adj;Pelerikonian;;pelerikoner;;;;;;;;;;;x
b_pelerikon_2;Pelerikon;Pelerikon;Pelerikon;;Pelerikon;;;;;;;;;x
b_pelerikon_2_adj;Pelerikonian;;pelerikoner;;;;;;;;;;;x
b_pelerikon_3;Pelerikon;Pelerikon;Pelerikon;;Pelerikon;;;;;;;;;x
b_pelerikon_3_adj;Pelerikonian;;pelerikoner;;;;;;;;;;;x
b_pelerikon_4;Pelerikon;Pelerikon;Pelerikon;;Pelerikon;;;;;;;;;x
b_pelerikon_4_adj;Pelerikonian;;pelerikoner;;;;;;;;;;;x
b_pelerikon_5;Pelerikon;Pelerikon;Pelerikon;;Pelerikon;;;;;;;;;x
b_pelerikon_5_adj;Pelerikonian;;pelerikoner;;;;;;;;;;;x
b_pelili;Pelili;Pelili;Pelili;;Pelili;;;;;;;;;x
b_pelili_adj;Pelilian;;peliler;;;;;;;;;;;x
b_perustosia;Perustosia;Perustosia;Perustosia;;Perustosia;;;;;;;;;x
b_perustosia_adj;Perustosian;;perustoser;;;;;;;;;;;x
b_perustosia_2;Perustosia;Perustosia;Perustosia;;Perustosia;;;;;;;;;x
b_perustosia_2_adj;Perustosian;;perustoser;;;;;;;;;;;x
b_perustosia_3;Perustosia;Perustosia;Perustosia;;Perustosia;;;;;;;;;x
b_perustosia_3_adj;Perustosian;;perustoser;;;;;;;;;;;x
b_perustosia_4;Perustosia;Perustosia;Perustosia;;Perustosia;;;;;;;;;x
b_perustosia_4_adj;Perustosian;;perustoser;;;;;;;;;;;x
b_petraia;Petraia;Petraia;Petraia;;Petraia;;;;;;;;;x
b_petraia_adj;Petraian;;petrer;;;;;;;;;;;x
b_petsamahos;Petsamahos;Petsamahos;Petsamahos;;Petsamahos;;;;;;;;;x
b_petsamahos_adj;Petsamahosian;;petsamahoser;;;;;;;;;;;x
b_phasarnassus;Phasarnassus;Phasarnassus;Phasarnassus;;Phasarnassus;;;;;;;;;x
b_phasarnassus_adj;Phasarnassusian;;phasarnassuser;;;;;;;;;;;x
b_phererae;Phererae;Phererae;Phererae;;Phererae;;;;;;;;;x
b_phererae_adj;Phereraean;;phererer;;;;;;;;;;;x
b_phocastro;Phocastro;Phocastro;Phocastro;;Phocastro;;;;;;;;;x
b_phocastro_adj;Phocastrian;;phocastrer;;;;;;;;;;;x
b_phocastro_2;Phocastro;Phocastro;Phocastro;;Phocastro;;;;;;;;;x
b_phocastro_2_adj;Phocastrian;;phocastrer;;;;;;;;;;;x
b_phocastro_3;Phocastro;Phocastro;Phocastro;;Phocastro;;;;;;;;;x
b_phocastro_3_adj;Phocastrian;;phocastrer;;;;;;;;;;;x
b_phocastro_4;Phocastro;Phocastro;Phocastro;;Phocastro;;;;;;;;;x
b_phocastro_4_adj;Phocastrian;;phocastrer;;;;;;;;;;;x
b_phocastro_5;Phocastro;Phocastro;Phocastro;;Phocastro;;;;;;;;;x
b_phocastro_5_adj;Phocastrian;;phocastrer;;;;;;;;;;;x
b_phocikon;Phocikon;Phocikon;Phocikon;;Phocikon;;;;;;;;;x
b_phocikon_adj;Phocikonian;;phocikoner;;;;;;;;;;;x
b_picelermo;Picelermo;Picelermo;Picelermo;;Picelermo;;;;;;;;;x
b_picelermo_adj;Picelermian;;picelermer;;;;;;;;;;;x
b_picelermo_2;Picelermo;Picelermo;Picelermo;;Picelermo;;;;;;;;;x
b_picelermo_2_adj;Picelermian;;picelermer;;;;;;;;;;;x
b_picelermo_3;Picelermo;Picelermo;Picelermo;;Picelermo;;;;;;;;;x
b_picelermo_3_adj;Picelermian;;picelermer;;;;;;;;;;;x
b_picelermo_4;Picelermo;Picelermo;Picelermo;;Picelermo;;;;;;;;;x
b_picelermo_4_adj;Picelermian;;picelermer;;;;;;;;;;;x
b_picelermo_5;Picelermo;Picelermo;Picelermo;;Picelermo;;;;;;;;;x
b_picelermo_5_adj;Picelermian;;picelermer;;;;;;;;;;;x
b_pinanozu;Pinanozu;Pinanozu;Pinanozu;;Pinanozu;;;;;;;;;x
b_pinanozu_adj;Pinanozian;;pinanozer;;;;;;;;;;;x
b_piragheh;Piragheh;Piragheh;Piragheh;;Piragheh;;;;;;;;;x
b_piragheh_adj;Piraghehian;;piragheher;;;;;;;;;;;x
b_piviso;Piviso;Piviso;Piviso;;Piviso;;;;;;;;;x
b_piviso_adj;Pivisian;;piviser;;;;;;;;;;;x
b_piviso_2;Piviso;Piviso;Piviso;;Piviso;;;;;;;;;x
b_piviso_2_adj;Pivisian;;piviser;;;;;;;;;;;x
b_piviso_3;Piviso;Piviso;Piviso;;Piviso;;;;;;;;;x
b_piviso_3_adj;Pivisian;;piviser;;;;;;;;;;;x
b_piviso_4;Piviso;Piviso;Piviso;;Piviso;;;;;;;;;x
b_piviso_4_adj;Pivisian;;piviser;;;;;;;;;;;x
b_piviso_5;Piviso;Piviso;Piviso;;Piviso;;;;;;;;;x
b_piviso_5_adj;Pivisian;;piviser;;;;;;;;;;;x
b_pixarnacia;Pixarnacia;Pixarnacia;Pixarnacia;;Pixarnacia;;;;;;;;;x
b_pixarnacia_adj;Pixarnacian;;pixarnacer;;;;;;;;;;;x
b_pixarnacia_2;Pixarnacia;Pixarnacia;Pixarnacia;;Pixarnacia;;;;;;;;;x
b_pixarnacia_2_adj;Pixarnacian;;pixarnacer;;;;;;;;;;;x
b_pixarnacia_3;Pixarnacia;Pixarnacia;Pixarnacia;;Pixarnacia;;;;;;;;;x
b_pixarnacia_3_adj;Pixarnacian;;pixarnacer;;;;;;;;;;;x
b_pixarnacia_4;Pixarnacia;Pixarnacia;Pixarnacia;;Pixarnacia;;;;;;;;;x
b_pixarnacia_4_adj;Pixarnacian;;pixarnacer;;;;;;;;;;;x
b_pletanek;Pletanek;Pletanek;Pletanek;;Pletanek;;;;;;;;;x
b_pletanek_adj;Pletanekian;;pletaneker;;;;;;;;;;;x
b_pletanek_2;Pletanek;Pletanek;Pletanek;;Pletanek;;;;;;;;;x
b_pletanek_2_adj;Pletanekian;;pletaneker;;;;;;;;;;;x
b_pletanek_3;Pletanek;Pletanek;Pletanek;;Pletanek;;;;;;;;;x
b_pletanek_3_adj;Pletanekian;;pletaneker;;;;;;;;;;;x
b_pletanek_4;Pletanek;Pletanek;Pletanek;;Pletanek;;;;;;;;;x
b_pletanek_4_adj;Pletanekian;;pletaneker;;;;;;;;;;;x
b_pracino;Pracino;Pracino;Pracino;;Pracino;;;;;;;;;x
b_pracino_adj;Pracinian;;praciner;;;;;;;;;;;x
b_pracino_2;Pracino;Pracino;Pracino;;Pracino;;;;;;;;;x
b_pracino_2_adj;Pracinian;;praciner;;;;;;;;;;;x
b_pracino_3;Pracino;Pracino;Pracino;;Pracino;;;;;;;;;x
b_pracino_3_adj;Pracinian;;praciner;;;;;;;;;;;x
b_pracino_4;Pracino;Pracino;Pracino;;Pracino;;;;;;;;;x
b_pracino_4_adj;Pracinian;;praciner;;;;;;;;;;;x
b_pracino_5;Pracino;Pracino;Pracino;;Pracino;;;;;;;;;x
b_pracino_5_adj;Pracinian;;praciner;;;;;;;;;;;x
b_prazara;Prazara;Prazara;Prazara;;Prazara;;;;;;;;;x
b_prazara_adj;Prazaran;;prazarer;;;;;;;;;;;x
b_prazara_2;Prazara;Prazara;Prazara;;Prazara;;;;;;;;;x
b_prazara_2_adj;Prazaran;;prazarer;;;;;;;;;;;x
b_prazara_3;Prazara;Prazara;Prazara;;Prazara;;;;;;;;;x
b_prazara_3_adj;Prazaran;;prazarer;;;;;;;;;;;x
b_prazara_4;Prazara;Prazara;Prazara;;Prazara;;;;;;;;;x
b_prazara_4_adj;Prazaran;;prazarer;;;;;;;;;;;x
b_prejov;Prejov;Prejov;Prejov;;Prejov;;;;;;;;;x
b_prejov_adj;Prejovian;;prejover;;;;;;;;;;;x
b_pretara;Pretara;Pretara;Pretara;;Pretara;;;;;;;;;x
b_pretara_adj;Pretaran;;pretarer;;;;;;;;;;;x
b_pretara_2;Pretara;Pretara;Pretara;;Pretara;;;;;;;;;x
b_pretara_2_adj;Pretaran;;pretarer;;;;;;;;;;;x
b_pretara_3;Pretara;Pretara;Pretara;;Pretara;;;;;;;;;x
b_pretara_3_adj;Pretaran;;pretarer;;;;;;;;;;;x
b_primorekin;Primorekin;Primorekin;Primorekin;;Primorekin;;;;;;;;;x
b_primorekin_adj;Primorekinian;;primorekiner;;;;;;;;;;;x
b_primorekin_2;Primorekin;Primorekin;Primorekin;;Primorekin;;;;;;;;;x
b_primorekin_2_adj;Primorekinian;;primorekiner;;;;;;;;;;;x
b_primorekin_3;Primorekin;Primorekin;Primorekin;;Primorekin;;;;;;;;;x
b_primorekin_3_adj;Primorekinian;;primorekiner;;;;;;;;;;;x
b_primorekin_4;Primorekin;Primorekin;Primorekin;;Primorekin;;;;;;;;;x
b_primorekin_4_adj;Primorekinian;;primorekiner;;;;;;;;;;;x
b_psezus;Psezus;Psezus;Psezus;;Psezus;;;;;;;;;x
b_psezus_adj;Psezusian;;psezuser;;;;;;;;;;;x
b_psezus_2;Psezus;Psezus;Psezus;;Psezus;;;;;;;;;x
b_psezus_2_adj;Psezusian;;psezuser;;;;;;;;;;;x
b_psezus_3;Psezus;Psezus;Psezus;;Psezus;;;;;;;;;x
b_psezus_3_adj;Psezusian;;psezuser;;;;;;;;;;;x
b_pyleron;Pyleron;Pyleron;Pyleron;;Pyleron;;;;;;;;;x
b_pyleron_adj;Pyleronian;;pyleroner;;;;;;;;;;;x
b_pyleron_2;Pyleron;Pyleron;Pyleron;;Pyleron;;;;;;;;;x
b_pyleron_2_adj;Pyleronian;;pyleroner;;;;;;;;;;;x
b_pyleron_3;Pyleron;Pyleron;Pyleron;;Pyleron;;;;;;;;;x
b_pyleron_3_adj;Pyleronian;;pyleroner;;;;;;;;;;;x
b_pyleron_4;Pyleron;Pyleron;Pyleron;;Pyleron;;;;;;;;;x
b_pyleron_4_adj;Pyleronian;;pyleroner;;;;;;;;;;;x
b_pyleron_5;Pyleron;Pyleron;Pyleron;;Pyleron;;;;;;;;;x
b_pyleron_5_adj;Pyleronian;;pyleroner;;;;;;;;;;;x
b_quahamiya;Quahamiya;Quahamiya;Quahamiya;;Quahamiya;;;;;;;;;x
b_quahamiya_adj;Quahamiyan;;quahamer;;;;;;;;;;;x
b_quaira;Quaira;Quaira;Quaira;;Quaira;;;;;;;;;x
b_quaira_adj;Quairan;;quairer;;;;;;;;;;;x
b_quallifag;Quallifag;Quallifag;Quallifag;;Quallifag;;;;;;;;;x
b_quallifag_adj;Quallifagian;;quallifager;;;;;;;;;;;x
b_quanayji;Quanayji;Quanayji;Quanayji;;Quanayji;;;;;;;;;x
b_quanayji_adj;Quanayjian;;quanayjer;;;;;;;;;;;x
b_quarazil;Quarazil;Quarazil;Quarazil;;Quarazil;;;;;;;;;x
b_quarazil_adj;Quarazilian;;quaraziler;;;;;;;;;;;x
b_questa;Questa;Questa;Questa;;Questa;;;;;;;;;x
b_questa_adj;Questan;;quester;;;;;;;;;;;x
b_quiniyah;Quiniyah;Quiniyah;Quiniyah;;Quiniyah;;;;;;;;;x
b_quiniyah_adj;Quiniyahian;;quiniyaher;;;;;;;;;;;x
b_quiziluk;Quiziluk;Quiziluk;Quiziluk;;Quiziluk;;;;;;;;;x
b_quiziluk_adj;Quizilukian;;quiziluker;;;;;;;;;;;x
b_qukhit;Qukhit;Qukhit;Qukhit;;Qukhit;;;;;;;;;x
b_qukhit_adj;Qukhitian;;qukhiter;;;;;;;;;;;x
b_quolwan;Quolwan;Quolwan;Quolwan;;Quolwan;;;;;;;;;x
b_quolwan_adj;Quolwanian;;quolwaner;;;;;;;;;;;x
b_quonuler;Quonuler;Quonuler;Quonuler;;Quonuler;;;;;;;;;x
b_quonuler_adj;Quonulerian;;quonulerer;;;;;;;;;;;x
b_quyji;Quyji;Quyji;Quyji;;Quyji;;;;;;;;;x
b_quyji_adj;Quyjian;;quyjer;;;;;;;;;;;x
b_rabahir;Rabahir;Rabahir;Rabahir;;Rabahir;;;;;;;;;x
b_rabahir_adj;Rabahirian;;rabahirer;;;;;;;;;;;x
b_rabahir_2;Rabahir;Rabahir;Rabahir;;Rabahir;;;;;;;;;x
b_rabahir_2_adj;Rabahirian;;rabahirer;;;;;;;;;;;x
b_rabahir_3;Rabahir;Rabahir;Rabahir;;Rabahir;;;;;;;;;x
b_rabahir_3_adj;Rabahirian;;rabahirer;;;;;;;;;;;x
b_rabahir_4;Rabahir;Rabahir;Rabahir;;Rabahir;;;;;;;;;x
b_rabahir_4_adj;Rabahirian;;rabahirer;;;;;;;;;;;x
b_rabahir_5;Rabahir;Rabahir;Rabahir;;Rabahir;;;;;;;;;x
b_rabahir_5_adj;Rabahirian;;rabahirer;;;;;;;;;;;x
b_radus;Radus;Radus;Radus;;Radus;;;;;;;;;x
b_radus_adj;Radusian;;raduser;;;;;;;;;;;x
b_rajhada;Rajhada;Rajhada;Rajhada;;Rajhada;;;;;;;;;x
b_rajhada_adj;Rajhadan;;rajhader;;;;;;;;;;;x
b_rajhada_2;Rajhada;Rajhada;Rajhada;;Rajhada;;;;;;;;;x
b_rajhada_2_adj;Rajhadan;;rajhader;;;;;;;;;;;x
b_rajhada_3;Rajhada;Rajhada;Rajhada;;Rajhada;;;;;;;;;x
b_rajhada_3_adj;Rajhadan;;rajhader;;;;;;;;;;;x
b_rajhada_4;Rajhada;Rajhada;Rajhada;;Rajhada;;;;;;;;;x
b_rajhada_4_adj;Rajhadan;;rajhader;;;;;;;;;;;x
b_rajhada_5;Rajhada;Rajhada;Rajhada;;Rajhada;;;;;;;;;x
b_rajhada_5_adj;Rajhadan;;rajhader;;;;;;;;;;;x
b_rajhada_6;Rajhada;Rajhada;Rajhada;;Rajhada;;;;;;;;;x
b_rajhada_6_adj;Rajhadan;;rajhader;;;;;;;;;;;x
b_rashteti;Rashteti;Rashteti;Rashteti;;Rashteti;;;;;;;;;x
b_rashteti_adj;Rashtetian;;rashteter;;;;;;;;;;;x
b_rebin;Rebin;Rebin;Rebin;;Rebin;;;;;;;;;x
b_rebin_adj;Rebinian;;rebiner;;;;;;;;;;;x
b_resinde;Resinde;Resinde;Resinde;;Resinde;;;;;;;;;x
b_resinde_adj;Resindean;;resinder;;;;;;;;;;;x
b_resinde_2;Resinde;Resinde;Resinde;;Resinde;;;;;;;;;x
b_resinde_2_adj;Resindean;;resinder;;;;;;;;;;;x
b_resinde_3;Resinde;Resinde;Resinde;;Resinde;;;;;;;;;x
b_resinde_3_adj;Resindean;;resinder;;;;;;;;;;;x
b_resinde_4;Resinde;Resinde;Resinde;;Resinde;;;;;;;;;x
b_resinde_4_adj;Resindean;;resinder;;;;;;;;;;;x
b_respa;Respa;Respa;Respa;;Respa;;;;;;;;;x
b_respa_adj;Respan;;resper;;;;;;;;;;;x
b_rhodampos;Rhodampos;Rhodampos;Rhodampos;;Rhodampos;;;;;;;;;x
b_rhodampos_adj;Rhodamposian;;rhodamposer;;;;;;;;;;;x
b_ricimer;Ricimer;Ricimer;Ricimer;;Ricimer;;;;;;;;;x
b_ricimer_adj;Ricimerian;;ricimerer;;;;;;;;;;;x
b_ridis;Ridis;Ridis;Ridis;;Ridis;;;;;;;;;x
b_ridis_adj;Ridisian;;ridiser;;;;;;;;;;;x
b_rioris;Rioris;Rioris;Rioris;;Rioris;;;;;;;;;x
b_rioris_adj;Riorisian;;rioriser;;;;;;;;;;;x
b_riova;Riova;Riova;Riova;;Riova;;;;;;;;;x
b_riova_adj;Riovan;;riover;;;;;;;;;;;x
b_riova_2;Riova;Riova;Riova;;Riova;;;;;;;;;x
b_riova_2_adj;Riovan;;riover;;;;;;;;;;;x
b_riova_3;Riova;Riova;Riova;;Riova;;;;;;;;;x
b_riova_3_adj;Riovan;;riover;;;;;;;;;;;x
b_riova_4;Riova;Riova;Riova;;Riova;;;;;;;;;x
b_riova_4_adj;Riovan;;riover;;;;;;;;;;;x
b_riova_5;Riova;Riova;Riova;;Riova;;;;;;;;;x
b_riova_5_adj;Riovan;;riover;;;;;;;;;;;x
b_rishita;Rishita;Rishita;Rishita;;Rishita;;;;;;;;;x
b_rishita_adj;Rishitan;;rishiter;;;;;;;;;;;x
b_rishita_2;Rishita;Rishita;Rishita;;Rishita;;;;;;;;;x
b_rishita_2_adj;Rishitan;;rishiter;;;;;;;;;;;x
b_rishita_3;Rishita;Rishita;Rishita;;Rishita;;;;;;;;;x
b_rishita_3_adj;Rishitan;;rishiter;;;;;;;;;;;x
b_rmoutiz;Rmoutiz;Rmoutiz;Rmoutiz;;Rmoutiz;;;;;;;;;x
b_rmoutiz_adj;Rmoutizian;;rmoutizer;;;;;;;;;;;x
b_rmoutiz_2;Rmoutiz;Rmoutiz;Rmoutiz;;Rmoutiz;;;;;;;;;x
b_rmoutiz_2_adj;Rmoutizian;;rmoutizer;;;;;;;;;;;x
b_rmoutiz_3;Rmoutiz;Rmoutiz;Rmoutiz;;Rmoutiz;;;;;;;;;x
b_rmoutiz_3_adj;Rmoutizian;;rmoutizer;;;;;;;;;;;x
b_rmoutiz_4;Rmoutiz;Rmoutiz;Rmoutiz;;Rmoutiz;;;;;;;;;x
b_rmoutiz_4_adj;Rmoutizian;;rmoutizer;;;;;;;;;;;x
b_ruclaw;Ruclaw;Ruclaw;Ruclaw;;Ruclaw;;;;;;;;;x
b_ruclaw_adj;Ruclawian;;ruclawer;;;;;;;;;;;x
b_rumarout;Rumarout;Rumarout;Rumarout;;Rumarout;;;;;;;;;x
b_rumarout_adj;Rumaroutian;;rumarouter;;;;;;;;;;;x
b_rylkymet;Rylkymet;Rylkymet;Rylkymet;;Rylkymet;;;;;;;;;x
b_rylkymet_adj;Rylkymetian;;rylkymeter;;;;;;;;;;;x
b_saasaniyas;Saasaniyas;Saasaniyas;Saasaniyas;;Saasaniyas;;;;;;;;;x
b_saasaniyas_adj;Saasaniyasian;;saasaniyaser;;;;;;;;;;;x
b_sabin;Sabin;Sabin;Sabin;;Sabin;;;;;;;;;x
b_sabin_adj;Sabinian;;sabiner;;;;;;;;;;;x
b_saida;Saida;Saida;Saida;;Saida;;;;;;;;;x
b_saida_adj;Saidan;;saider;;;;;;;;;;;x
b_saidal;Saidal;Saidal;Saidal;;Saidal;;;;;;;;;x
b_saidal_adj;Saidalian;;saidaler;;;;;;;;;;;x
b_sakayla;Sakayla;Sakayla;Sakayla;;Sakayla;;;;;;;;;x
b_sakayla_adj;Sakaylan;;sakayler;;;;;;;;;;;x
b_salarinis;Salarinis;Salarinis;Salarinis;;Salarinis;;;;;;;;;x
b_salarinis_adj;Salarinisian;;salariniser;;;;;;;;;;;x
b_salegno;Salegno;Salegno;Salegno;;Salegno;;;;;;;;;x
b_salegno_adj;Salegnian;;salegner;;;;;;;;;;;x
b_saltuzo;Saltuzo;Saltuzo;Saltuzo;;Saltuzo;;;;;;;;;x
b_saltuzo_adj;Saltuzian;;saltuzer;;;;;;;;;;;x
b_saltuzo_2;Saltuzo;Saltuzo;Saltuzo;;Saltuzo;;;;;;;;;x
b_saltuzo_2_adj;Saltuzian;;saltuzer;;;;;;;;;;;x
b_saltuzo_3;Saltuzo;Saltuzo;Saltuzo;;Saltuzo;;;;;;;;;x
b_saltuzo_3_adj;Saltuzian;;saltuzer;;;;;;;;;;;x
b_saltuzo_4;Saltuzo;Saltuzo;Saltuzo;;Saltuzo;;;;;;;;;x
b_saltuzo_4_adj;Saltuzian;;saltuzer;;;;;;;;;;;x
b_saltuzo_5;Saltuzo;Saltuzo;Saltuzo;;Saltuzo;;;;;;;;;x
b_saltuzo_5_adj;Saltuzian;;saltuzer;;;;;;;;;;;x
b_samcacevaz;Samcacevaz;Samcacevaz;Samcacevaz;;Samcacevaz;;;;;;;;;x
b_samcacevaz_adj;Samcacevazian;;samcacevazer;;;;;;;;;;;x
b_sanlau;Sanlau;Sanlau;Sanlau;;Sanlau;;;;;;;;;x
b_sanlau_adj;Sanlian;;sanler;;;;;;;;;;;x
b_sannadis;Sannadis;Sannadis;Sannadis;;Sannadis;;;;;;;;;x
b_sannadis_adj;Sannadisian;;sannadiser;;;;;;;;;;;x
b_sapra;Sapra;Sapra;Sapra;;Sapra;;;;;;;;;x
b_sapra_adj;Sapran;;saprer;;;;;;;;;;;x
b_saqufaga;Saqufaga;Saqufaga;Saqufaga;;Saqufaga;;;;;;;;;x
b_saqufaga_adj;Saqufagan;;saqufager;;;;;;;;;;;x
b_saranjan;Saranjan;Saranjan;Saranjan;;Saranjan;;;;;;;;;x
b_saranjan_adj;Saranjanian;;saranjaner;;;;;;;;;;;x
b_saraslan;Saraslan;Saraslan;Saraslan;;Saraslan;;;;;;;;;x
b_saraslan_adj;Saraslanian;;saraslaner;;;;;;;;;;;x
b_scarlatta;Scarlatta;Scarlatta;Scarlatta;;Scarlatta;;;;;;;;;x
b_scarlatta_adj;Scarlattan;;scarlatter;;;;;;;;;;;x
b_scarlatta_2;Scarlatta;Scarlatta;Scarlatta;;Scarlatta;;;;;;;;;x
b_scarlatta_2_adj;Scarlattan;;scarlatter;;;;;;;;;;;x
b_scarlatta_3;Scarlatta;Scarlatta;Scarlatta;;Scarlatta;;;;;;;;;x
b_scarlatta_3_adj;Scarlattan;;scarlatter;;;;;;;;;;;x
b_scarlatta_4;Scarlatta;Scarlatta;Scarlatta;;Scarlatta;;;;;;;;;x
b_scarlatta_4_adj;Scarlattan;;scarlatter;;;;;;;;;;;x
b_scarlatta_5;Scarlatta;Scarlatta;Scarlatta;;Scarlatta;;;;;;;;;x
b_scarlatta_5_adj;Scarlattan;;scarlatter;;;;;;;;;;;x
b_scaserta;Scaserta;Scaserta;Scaserta;;Scaserta;;;;;;;;;x
b_scaserta_adj;Scasertan;;scaserter;;;;;;;;;;;x
b_scaserta_2;Scaserta;Scaserta;Scaserta;;Scaserta;;;;;;;;;x
b_scaserta_2_adj;Scasertan;;scaserter;;;;;;;;;;;x
b_scaserta_3;Scaserta;Scaserta;Scaserta;;Scaserta;;;;;;;;;x
b_scaserta_3_adj;Scasertan;;scaserter;;;;;;;;;;;x
b_scaserta_4;Scaserta;Scaserta;Scaserta;;Scaserta;;;;;;;;;x
b_scaserta_4_adj;Scasertan;;scaserter;;;;;;;;;;;x
b_segomadura;Segomadura;Segomadura;Segomadura;;Segomadura;;;;;;;;;x
b_segomadura_adj;Segomaduran;;segomadurer;;;;;;;;;;;x
b_segomadura_2;Segomadura;Segomadura;Segomadura;;Segomadura;;;;;;;;;x
b_segomadura_2_adj;Segomaduran;;segomadurer;;;;;;;;;;;x
b_segomadura_3;Segomadura;Segomadura;Segomadura;;Segomadura;;;;;;;;;x
b_segomadura_3_adj;Segomaduran;;segomadurer;;;;;;;;;;;x
b_segomadura_4;Segomadura;Segomadura;Segomadura;;Segomadura;;;;;;;;;x
b_segomadura_4_adj;Segomaduran;;segomadurer;;;;;;;;;;;x
